VIN,price,Stock #,Mileage,Cab Type,Drivetrain,Fuel Type,Transmission,Color,Vehicle Trim,Rear Wheels,Cab-to-Axle
1FTEW1EG4HFB94864,Call for Pricing,X3213,28493,SuperCrew,4x4,Gasoline,Automatic,Shadow Black,Limited,SRW,
1FTEW1EG4JFC50257,Call for Pricing,X3022,19332,SuperCrew,4x4,Gasoline,Automatic,Ruby Red Metallic Tinted Clearcoat,LARIAT,SRW,
1N6AA1ED5MN510997,62115.0,N210027,,,4x4,Gasoline,9-Speed Automatic,White,Platinum Reserve,,
1C6RR7KM0KS726588,41000.0,KS726588,13296,Crew,4x4,Diesel,8-Speed Automatic,White,Tradesman,SRW,
1C6SRFJT4LN306823,51000.0,C41319,17410,Crew,4x4,Gasoline,8-Speed Automatic,Off-white,Laramie,SRW,
1C6RR7LT7MS505885,45645.0,R210130,,Crew,4x4,Gasoline,8-Speed Automatic,Red,Warlock,SRW,
1FT8W3BT5KEE38481,Call for Pricing,X2933,15175,Crew,4x4,Diesel,Automatic,White Platinum Metallic Tri-Coat,LARIAT,SRW,56
1FT8W2BTXLED55205,Call for Pricing,X3211,9600,Crew,4x4,Diesel,Automatic,Race Red,LARIAT,SRW,56
1FT8W3BT5KEG14400,Call for Pricing,X3102,30862,Crew,4x4,Diesel,Automatic,Oxford White,LARIAT,SRW,56
1FTFW1EG6HFC25665,Call for Pricing,X3197,28437,SuperCrew,4x4,Gasoline,Automatic,Lightning Blue,Lariat,SRW,
1GT42XE80GF181269,Call for Pricing,X3182,65465,Crew,4x4,Diesel,Automatic,Summit White,SLT,,
1FTER4FH2MLD05987,Call for Pricing,F10084,,SuperCrew,4x4,Gasoline,Automatic,Gray,XLT,SRW,
1FTEW1EP7MKD34035,Call for Pricing,F10122,,SuperCrew,4x4,Gasoline,Automatic,Silver Metallic,XLT,SRW,
1N6ED0EB6MN701751,32835.0,N210137,,,4x4,Gasoline,9-Speed Automatic,Gray,SV,,
1C6SRFJT0LN318192,51000.0,C41311,17051,Crew,4x4,Gasoline,8-Speed Automatic,Red,Laramie,SRW,
1C6RR7LT1MS505879,46145.0,R210183,,Crew,4x4,Gasoline,8-Speed Automatic,White,Warlock,SRW,
3C6TR5EJ1KG683060,59000.0,KG683060,15534,Crew,4x4,Gasoline,8-Speed Automatic,Silver,Power Wagon,SRW,
1C6SRFJT7MN554730,54923.0,R210080,,Crew,4x4,Gasoline,8-Speed Automatic,White,Laramie,SRW,
1C6RR7GG4GS199729,Call for Pricing,F00999A,76857,Quad,4x4,Gasoline,Automatic,Bright Silver Metallic Clearcoat,SLT,SRW,
1FT8W3BT6LEC94473,Call for Pricing,X2848,9756,Crew,4x4,Diesel,Automatic,Oxford White,XLT,SRW,56
1FTEW1EB7KKD74648,Call for Pricing,X3050,32205,SuperCrew,4x4,Gasoline,Automatic,Agate Black,XLT,SRW,
5TFTX4CN7BX004175,Call for Pricing,F00101C,72296,Extra,4x2,Gasoline,Automatic,Pyrite Mica,SR-5,,
3GTU2VEC5FG130887,Call for Pricing,X2942A,49498,Crew,4x4,Gasoline,Automatic,White Diamond Tricoat,SLT,SRW,
1FTEW1EF2GFD43066,Call for Pricing,X2907,40326,SuperCrew,4x4,Gasoline,Automatic,Ruby Red Metallic Tinted Clearcoat,Lariat,SRW,
1FTFW1ED8MFA61657,Call for Pricing,F10163,,SuperCrew,4x4,Gasoline,Automatic,Red Metallic,Lariat,SRW,
1FTER4FH6MLD05989,Call for Pricing,F10089,,SuperCrew,4x4,Gasoline,Automatic,Shadow Black,XLT,SRW,
1FT8W3BT8LEC34159,Call for Pricing,X2851,9408,Crew,4x4,Diesel,Automatic,Magnetic Metallic,LARIAT,SRW,56
1FTER4FH1MLD18567,Call for Pricing,F10189,,SuperCrew,4x4,Gasoline,Automatic,Red Metallic,LARIAT,SRW,
1FTEW1EG8JFE19194,Call for Pricing,X3024,49460,SuperCrew,4x4,Gasoline,Automatic,Lightning Blue Metallic,XLT,SRW,
1C6SRFRT1MN653015,59655.0,R210272,,Crew,4x4,Gasoline,8-Speed Automatic,White,Laramie,SRW,
1C6SRFHT9KN862131,59000.0,KN862131,40173,Crew,4x4,Gasoline,8-Speed Automatic,Red,Limited,SRW,
1C6SRFJT0MN617439,52983.0,R210177,,Crew,4x4,Gasoline,8-Speed Automatic,Gray,Laramie,SRW,
1C6SRFJT9MN682788,56390.0,R210268,,Crew,4x4,Gasoline,8-Speed Automatic,Black,Laramie,SRW,
1FTEW1EP7KKE26694,Call for Pricing,X3171,21668,SuperCrew,4x4,Gasoline,Automatic,Abyss Gray Metallic,LARIAT,SRW,
1FT8W3BT6KEF35995,Call for Pricing,X2838,48089,Crew,4x4,Diesel,Automatic,Ingot Silver Metallic,LARIAT,SRW,56
1GT12REY4KF257891,Call for Pricing,X3013,21800,Crew,4x4,Diesel,Automatic,Summit White,SLT,SRW,
1GT42VEY7KF255686,Call for Pricing,X2941,13509,Crew,4x4,Diesel,Automatic,Summit White,SLT,,
1FTEW1EG9JFA74497,Call for Pricing,X3078,38168,SuperCrew,4x4,Gasoline,Automatic,Ingot Silver Metallic,Limited,SRW,
1GT49REY6LF192732,Call for Pricing,X3041,11559,Crew,4x4,Diesel,Automatic,White Frost Tricoat,Denali,SRW,
1FT8W3BT8HED21700,Call for Pricing,X3161,37815,Crew,4x4,Diesel,Automatic,Ingot Silver Metallic,Lariat,SRW,56
1FTEW1EG4HFC69837,Call for Pricing,X3214,35690,SuperCrew,4x4,Gasoline,Automatic,White Platinum Metallic Tri-Coat,XLT,SRW,
1FT8W3BT7LEC34203,Call for Pricing,X2850,9403,Crew,4x4,Diesel,Automatic,Oxford White,XLT,SRW,56
1FT8W3BT3JEB01368,Call for Pricing,X3045,40702,Crew,4x4,Diesel,Automatic,Magnetic Metallic,XLT,SRW,56
1FTER4FH3MLD18568,Call for Pricing,F10123,,SuperCrew,4x4,Gasoline,Automatic,Gray,LARIAT,SRW,
3C6RR7LT9LG182476,37000.0,C41333,12088,Crew,4x4,Gasoline,8-Speed Automatic,Black,SLT,SRW,
3C6RR7LT2LG182061,40000.0,C41345,9435,Crew,4x4,Gasoline,8-Speed Automatic,Gray,SLT,SRW,
3C6RR7LTXLG182065,39000.0,C41316,9780,Crew,4x4,Gasoline,8-Speed Automatic,White,SLT,SRW,
3C6RR7LT2LG182044,39000.0,C41318,7348,Crew,4x4,Gasoline,8-Speed Automatic,Silver,SLT,SRW,
1C6RR7GG4MS519871,37440.0,R210237,,Quad,4x4,Gasoline,8-Speed Automatic,Red,Warlock,SRW,
1C6SRFJT7LN318190,52000.0,C41310,16213,Crew,4x4,Gasoline,8-Speed Automatic,Black,Laramie,SRW,
1C6RR7LT8MS505877,43210.0,R210215,,Crew,4x4,Gasoline,8-Speed Automatic,Blue,Warlock,SRW,
1C6SRFJT5MN626072,50788.0,R210185,,Crew,4x4,Gasoline,8-Speed Automatic,Blue,Laramie,SRW,
1GT49WEY6LF120766,Call for Pricing,X2991,13461,Crew,4x4,Diesel,Automatic,Carbon Black Metallic,Denali,,
1GC4KYEY4KF217480,Call for Pricing,X3132,23537,Crew,4x4,Diesel,Automatic,Havana Brown Metallic,High Country,,
1FTER4FH3LLA07124,Call for Pricing,X3034,7925,SuperCrew,4x4,Gasoline,Automatic,Magnetic Metallic,LARIAT,SRW,
3C6UR5CL4JG262487,Call for Pricing,X3189K,51924,Crew,4x4,Diesel,Automatic,Granite Crystal Metallic Clearcoat,Tradesman,SRW,
1FTEW1EP2LKD70343,Call for Pricing,X2924,8975,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XLT,SRW,
1FTEW1EP9MKD34036,Call for Pricing,F10100,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XLT,SRW,
1FTER4FH4MLD05988,Call for Pricing,F10080,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XLT,SRW,
1FTFW1E50JKD90784,Call for Pricing,X3217,15277,SuperCrew,4x4,Gasoline,Automatic,Shadow Black,XLT,SRW,
1FTER4FH5MLD18569,Call for Pricing,F10213,,SuperCrew,4x4,Gasoline,Automatic,Gray,LARIAT,SRW,
1FTER4FH4LLA99828,Call for Pricing,F01005,,SuperCrew,4x4,Gasoline,Automatic,Silver Metallic,LARIAT,SRW,
1FT8W3BT9JEC72027,Call for Pricing,X2927,34730,Crew,4x4,Diesel,Automatic,Black,LARIAT,SRW,56
1N6ED0EB7MN707526,30702.0,N210128,,,4x4,Gasoline,9-Speed Automatic,Black,SV,,
1N6AA1ED2MN507006,53108.0,N210013,,,4x4,Gasoline,9-Speed Automatic,Beige,PRO-4X,,
1N6ED0EB5MN707136,34090.0,N210127,,,4x4,Gasoline,9-Speed Automatic,Silver,SV,,
1N6AA1EC0MN509327,41500.0,N210019,,,4x4,Gasoline,9-Speed Automatic,Gray,SV,,
1N6AA1ED2MN503439,43990.0,N210000,,,4x4,Gasoline,9-Speed Automatic,Black,SV,,
3C6RR7LT8LG182050,40000.0,C41328,7198,Crew,4x4,Gasoline,8-Speed Automatic,Blue,SLT,SRW,
3C6RR7LT3LG181940,37000.0,C41326,12029,Crew,4x4,Gasoline,8-Speed Automatic,Silver,SLT,SRW,
3C6RR7LT3LG182084,40000.0,C41341,9601,Crew,4x4,Gasoline,8-Speed Automatic,Gray,SLT,SRW,
1C6RR7LT2MS505874,43210.0,R210186,,Crew,4x4,Gasoline,8-Speed Automatic,Black,Warlock,SRW,
3GCUKRER4JG396731,39000.0,R210269A,22333,Crew,4x4,Gasoline,8-Speed Automatic,Red,LT,SRW,33
3C6UR5DL1MG516420,59383.0,R210150,,Crew,4x4,Diesel,6-Speed Automatic,Red,Big Horn,SRW,
1FTFW1E85MKD18400,Call for Pricing,F10252,,SuperCrew,4x4,Gasoline,Automatic,Red Metallic,XLT,SRW,
1FTEW1E58JKC03996,Call for Pricing,F10184A,65076,SuperCrew,4x4,Gasoline,Automatic,Shadow Black,XLT,SRW,
1FT8W3BTXKEE48519,Call for Pricing,X2798,22704,Crew,4x4,Diesel,Automatic,White Platinum Metallic Tri-Coat,LARIAT,SRW,56
1FTEX1CP3MKD38633,Call for Pricing,F10119,,Super,4x2,Gasoline,Automatic,Oxford White,XL,SRW,
1FTFW1E53MKD41745,Call for Pricing,F10197,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XLT,SRW,
1FT8W3BT4KEF99100,Call for Pricing,X2809,17863,Crew,4x4,Diesel,Automatic,Magnetic Metallic,LARIAT,SRW,56
1FTFW1E89MFA54171,Call for Pricing,F10269,,SuperCrew,4x4,Gasoline,Automatic,Quartz,Platinum,SRW,
1FT8W3BT4LEC34207,Call for Pricing,X2849,9283,Crew,4x4,Diesel,Automatic,Oxford White,XLT,SRW,56
1FTEW1EP6JFC50258,Call for Pricing,X3223,29955,SuperCrew,4x4,Gasoline,Automatic,Lead Foot,XLT,SRW,
1FTFW1E84MFA79236,Call for Pricing,F10278,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XLT,SRW,
1N6AA1ED5LN507936,51990.0,N200247,,Crew,4x4,Gasoline,9-Speed Automatic,White,SL,,
1N6AD0ER1HN766587,24990.0,N210049A,26202,Crew,4x2,Gasoline,5-Speed Automatic with Overdrive,Gray,SV,,
1C6SRFJT4LN336002,50000.0,C41317,19413,Crew,4x4,Gasoline,8-Speed Automatic,White,Laramie,SRW,
1C6RR7TTXKS713062,38000.0,KS713062,35762,Crew,4x4,Gasoline,8-Speed Automatic,White,SLT,SRW,
1C6SRFPT9KN555639,53000.0,KN555639,66981,Crew,4x4,Gasoline,8-Speed Automatic,Gray,Limited,SRW,
1FTEW1E45KFA69482,Call for Pricing,X3204,46852,SuperCrew,4x4,Gasoline,Automatic,Agate Black Metallic,LARIAT,SRW,
1FT8W3B6XJEC00392,Call for Pricing,X3146,31098,Crew,4x4,Gasoline,Automatic,Oxford White,XLT,SRW,56
1FT8W3DT3KEC65038,Call for Pricing,X2871,34710,Crew,4x4,Diesel,Automatic,Magma Red Metallic,LARIAT,DRW,56
1FT8W3BT9KEE16001,Call for Pricing,X3143,23434,Crew,4x4,Diesel,Automatic,Magnetic Metallic,XLT,SRW,56
1FTEW1EP7MFA03593,Call for Pricing,F10151,,SuperCrew,4x4,Gasoline,Automatic,Lead Foot,XL,SRW,
1FT8W3BT9HEF03194,Call for Pricing,X2985,38181,Crew,4x4,Diesel,Automatic,White Platinum Metallic Tri-Coat,Platinum,SRW,56
1FT8W3B66JEC00387,Call for Pricing,X3147,37457,Crew,4x4,Gasoline,Automatic,Oxford White,XLT,SRW,56
1GC4K0E87GF172608,Call for Pricing,X3104,42350,Crew,4x4,Diesel,Automatic,Summit White,LTZ,,
1FTFW1E82MKD24512,Call for Pricing,X3243,222,SuperCrew,4x4,Gasoline,Automatic,Space White Metallic,XLT,SRW,
1N6AA1ED0MN508851,48775.0,N210015,,,4x4,Gasoline,9-Speed Automatic,Gray,SV,,
1N6AA1ED7MN504232,57165.0,N210016,,,4x4,Gasoline,9-Speed Automatic,White,Platinum Reserve,,
1C6SRFHTXMN625909,67015.0,R210245,,Crew,4x4,Gasoline,8-Speed Automatic,Silver,Limited,SRW,
1C6RR7LT9MS505886,46345.0,R210187,,Crew,4x4,Gasoline,8-Speed Automatic,Gray,Warlock,SRW,
1FTFW1EFXGKF07806,33000.0,GKF07806,77220,SuperCrew,4x4,Flex Fuel,6-Speed Automatic Electronic,Green,XLT,SRW,
1C6SRFJT9MN626219,52883.0,R210188,,Crew,4x4,Gasoline,8-Speed Automatic,Blue,Laramie,SRW,
1FT8W3BT3LEC34196,Call for Pricing,X2898,9572,Crew,4x4,Diesel,Automatic,Iconic Silver Metallic,XLT,SRW,56
1FT8W3BT9DEA86430,Call for Pricing,X2805A,97126,Crew,4x4,Diesel,Automatic,Sterling Gray Metallic,Lariat,SRW,
1FT8W3BT9LED63432,Call for Pricing,X3215,16328,Crew,4x4,Diesel,Automatic,Magnetic Metallic,LARIAT,SRW,56
1FT8W3BT9LEC34204,Call for Pricing,X2757,9721,Crew,4x4,Diesel,Automatic,Oxford White,XLT,SRW,56
1FT8W3BT2LEC94471,Call for Pricing,X2897,8996,Crew,4x4,Diesel,Automatic,Iconic Silver Metallic,XLT,SRW,56
1FT8W3BTXLEC34180,Call for Pricing,X2756,9635,Crew,4x4,Diesel,Automatic,Magnetic Metallic,LARIAT,SRW,56
1FT8W3BT8LEC34162,Call for Pricing,X2860,9153,Crew,4x4,Diesel,Automatic,Magnetic Metallic,LARIAT,SRW,56
1N6ED0EB9LN716257,31490.0,N200351,,Crew,4x4,Gasoline,9-Speed Automatic,White,SV,,
3C6RR7LT3LG182103,42000.0,C41342,5677,Crew,4x4,Gasoline,8-Speed Automatic,White,SLT,SRW,
3C6RR7LT2LG182027,39000.0,C41314,7866,Crew,4x4,Gasoline,8-Speed Automatic,White,SLT,SRW,
3C6UR5FL0MG535005,75385.0,R210203,,Crew,4x4,Diesel,6-Speed Automatic,Red,Laramie,SRW,
1C6SRFPT8MN548135,66020.0,R210210,,Crew,4x4,Gasoline,8-Speed Automatic,Black,Limited,SRW,
3C6UR5CL4EG299237,49000.0,EG299237,69747,Crew,4x4,Diesel,6-Speed Automatic,White,Tradesman,SRW,
1FT8W3BT6KED48658,Call for Pricing,X3163,50047,Crew,4x4,Diesel,Automatic,White Platinum Metallic Tri-Coat,Platinum,SRW,56
1FTEW1EP6HKC26852,Call for Pricing,X3157,52775,SuperCrew,4x4,Gasoline,Automatic,Magnetic Metallic,XLT,SRW,
1GT42WEY0KF156939,Call for Pricing,X3159,27723,Crew,4x4,Diesel,Automatic,White Frost Tricoat,Denali,,
1FTEW1EP4MFA09321,Call for Pricing,F10137,,SuperCrew,4x4,Gasoline,Automatic,Blue,XL,SRW,
1GT49TEY7LF245581,Call for Pricing,X3239,9655,Crew,4x4,Diesel,Automatic,Red Quartz Tintcoat,SLE,,
1FTEW1EP0KKE71721,Call for Pricing,X2988,14087,SuperCrew,4x4,Gasoline,Automatic,Agate Black,LARIAT,SRW,
1N6ED0EB6LN713171,31490.0,N200333,,Crew,4x4,Gasoline,9-Speed Automatic,Silver,SV,,
1C6RR7LT2MS505888,46345.0,R210156,,Crew,4x4,Gasoline,8-Speed Automatic,Gray,Warlock,SRW,
1GCGTDEN9H1214718,35000.0,H1214718,37777,Crew,4x4,Gasoline,8-Speed Automatic,Red,Z71,SRW,24
1C6SRFHTXLN217568,65000.0,LN217568,9659,Crew,4x4,Gasoline,8-Speed Automatic,Gray,Limited,SRW,
3GCPCREC9GG167279,33000.0,GG167279,57288,Crew,4x2,Gasoline,6-Speed Automatic Electronic with Overdrive,Gray,LT,SRW,33
3GTU2WEJ9EG529577,33000.0,9EG529577,127412,Crew,4x4,Gasoline,6-Speed Automatic Electronic with Overdrive,Gray,Denali,SRW,33
2FTRX18L92CA71930,11990.0,N210031G,106241,Super,4x4,Gasoline,4-Speed Automatic with Overdrive,Green,,SRW,
5TFCZ5AN0HX049048,39000.0,HX049048,48888,Double,4x4,Gasoline,6-Speed,,TRD Sport,,
1FT7W2BT8EEB35477,Call for Pricing,X3135A,102403,Crew,4x4,Diesel,Automatic,Oxford White,XLT,SRW,
1N6ED0CF1MN709486,32760.0,N210156,,,,Gasoline,9-Speed Automatic,Gray,SV,,
1N6AD07W29C419351,17000.0,9C419351,107301,,4x4,Gasoline,5-Speed Automatic with Overdrive,Black,SE,,
1C6RR7GG3MS531445,41520.0,R210277,,Quad,4x4,Gasoline,8-Speed Automatic,White,Warlock,SRW,
3C6UR5FL4MG535007,71450.0,R210230,,Crew,4x4,Diesel,6-Speed Automatic,White,Laramie,SRW,
3C6UR5FL3MG583601,78885.0,MG583601,,Crew,4x4,Diesel,6-Speed Automatic,Red,Laramie,SRW,
3C6UR5FL8MG535009,71150.0,R210195,,Crew,4x4,Diesel,6-Speed Automatic,Green,Laramie,SRW,
1C6SRFJT2LN352313,60238.0,R200320,,Crew,4x4,Gasoline,8-Speed Automatic,Silver,Laramie,SRW,
1C6SRFLT1MN523132,59730.0,R210140,,Crew,4x4,Gasoline,8-Speed Automatic,White,Rebel,SRW,
1C6SRFRT2MN623067,56025.0,MN623067,,Crew,4x4,Gasoline,8-Speed Automatic,Gray,Laramie,SRW,
3C63R3JLXMG596871,74900.0,MG596871,,Crew,4x4,Diesel,Aisin 6-Speed Automatic,Red,Laramie,SRW,
1C6RR7PM9FS751276,Call for Pricing,FS751276,61256,Crew,4x4,Diesel,8-Speed Automatic,Silver,Laramie Longhorn,SRW,
1C6SRFJT5MN682786,56390.0,R210259,,Crew,4x4,Gasoline,8-Speed Automatic,Red,Laramie,SRW,
3C6UR5FLXMG583594,67965.0,MG583594,,Crew,4x4,Diesel,6-Speed Automatic,Red,Laramie,SRW,
3C6UR5FL5MG583597,78985.0,MG583597,,Crew,4x4,Diesel,6-Speed Automatic,Blue,Laramie,SRW,
3C6UR5FL1MG583595,68165.0,MG583595,,Crew,4x4,Diesel,6-Speed Automatic,Gray,Laramie,SRW,
3C6UR5FL4MG591092,78985.0,MG591092,,Crew,4x4,Diesel,6-Speed Automatic,Black,Laramie,SRW,
3C6UR5FL0MG503137,73135.0,MG503137,,Crew,4x4,Diesel,6-Speed Automatic,Black,Laramie,SRW,
1C6SRFJT7MN680585,56320.0,MN680585,,Crew,4x4,Gasoline,8-Speed Automatic,Silver,Laramie,SRW,
3C6UR5DL7MG516423,61395.0,R210164,,Crew,4x4,Diesel,6-Speed Automatic,Blue,Big Horn,SRW,
1FTEW1EG0FFD10235,Call for Pricing,X3257,38822,SuperCrew,4x4,Gasoline,Automatic,Magnetic Metallic,Lariat,SRW,
1C6SRFHT2MN677776,70805.0,MN677776,,Crew,4x4,Gasoline,8-Speed Automatic,Blue,Limited,SRW,
1C6RR7GG1MS531444,41720.0,R210274,,Quad,4x4,Gasoline,8-Speed Automatic,Gray,Warlock,SRW,
3C6UR5FL0MG591946,77840.0,MG591946,,Crew,4x4,Diesel,6-Speed Automatic,Gray,Laramie,SRW,
1C6SRFLM6MN703005,63660.0,MN703005,,Crew,4x4,Diesel,8-Speed Automatic,Black,Rebel,SRW,
5TFTU4GN0FX082483,Call for Pricing,FX082483,74695,Extra,4x2,Gasoline,5-Speed Automatic,,PreRunner,,
1C6SRFFT5MN696454,53480.0,MN696454,,Crew,4x4,Gasoline,8-Speed Automatic,Red,Big Horn/Lone Star,SRW,
3C6UR5FL2MG591947,77740.0,MG591947,,Crew,4x4,Diesel,6-Speed Automatic,Red,Laramie,SRW,
3C6UR5FL9MG583599,78985.0,MG583599,,Crew,4x4,Diesel,6-Speed Automatic,Red,Laramie,SRW,
1C6RR7FT1MS515288,37635.0,R210255,,Quad,4x4,Gasoline,8-Speed Automatic,Black,Tradesman,SRW,
1C6SRFRT0MN697796,56740.0,MN697796,,Crew,4x4,Gasoline,8-Speed Automatic,Red,Laramie,SRW,
1C6SRFRT4MN697798,56840.0,MN697798,,Crew,4x4,Gasoline,8-Speed Automatic,Blue,Laramie,SRW,
3C63R3JL1MG596872,75100.0,MG596872,,Crew,4x4,Diesel,Aisin 6-Speed Automatic,Gray,Laramie,SRW,
5TFDY5F1XCX252566,Call for Pricing,CX252566,116821,Crew,,Gasoline,6-Speed Automatic Electronic with Overdrive,Red,Grade,,
1FTEW1E46LKF26695,Call for Pricing,F00808,,SuperCrew,4x4,Gasoline,Automatic,Black,XLT,SRW,
1C6SRFHT7MN677773,70805.0,MN677773,,Crew,4x4,Gasoline,8-Speed Automatic,Black,Limited,SRW,
3C6UR5FL6MG591093,79085.0,MG591093,,Crew,4x4,Diesel,6-Speed Automatic,Gray,Laramie,SRW,
3C6UR5FL0MG591090,78885.0,MG591090,,Crew,4x4,Diesel,6-Speed Automatic,White,Laramie,SRW,
1C6SRFJT9MN617438,52983.0,R210180,,Crew,4x4,Gasoline,8-Speed Automatic,Gray,Laramie,SRW,
1FTEW1EG2JKE89720,Call for Pricing,X3220,46073,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XLT,SRW,
1FT8W3BT7CEC15411,Call for Pricing,F00918A,82410,Crew,4x4,Diesel,Automatic,Oxford White,XL,SRW,
1C6SRFFT7MN654268,55715.0,MN654268,,Crew,4x4,Gasoline,8-Speed Automatic,White,Big Horn/Lone Star,SRW,
1C6SRFHT9MN677774,70905.0,MN677774,,Crew,4x4,Gasoline,8-Speed Automatic,Gray,Limited,SRW,
1C6RR7LG0ES297840,Call for Pricing,ES297840,109744,Crew,4x4,Gasoline,8-Speed Automatic,Silver,SLT,SRW,
1C6SRFRT2MN697797,56940.0,MN697797,,Crew,4x4,Gasoline,8-Speed Automatic,Gray,Laramie,SRW,
1C6RR7VM3GS142575,Call for Pricing,X3251,46466,Crew,4x4,Diesel,Automatic,Granite Crystal Metallic Clearcoat,Laramie,SRW,
3D7ML38A08G222770,Call for Pricing,X3255,59508,Quad,4x2,Diesel,Automatic,Bright White,SLT,,
1FT8W3BT7JEC32867,Call for Pricing,X3198,45671,Crew,4x4,Diesel,Automatic,Shadow Black,LARIAT,SRW,56
1FT7W2BT5EEA54095,Call for Pricing,X2716A,90500,Crew,4x4,Diesel,Automatic,Sterling Gray Metallic,Lariat,SRW,
1C6SRFHT5MN512479,Call for Pricing,MN512479,6456,Crew,4x4,Gasoline,8-Speed Automatic,White,Limited,SRW,
1C6SRFHM6MN703045,73705.0,MN703045,,Crew,4x4,Diesel,8-Speed Automatic,White,Limited,SRW,
1C6SRFHT5MN677769,70705.0,MN677769,,Crew,4x4,Gasoline,8-Speed Automatic,White,Limited,SRW,
3C63RRJL2MG623192,77130.0,MG623192,,Crew,4x4,Diesel,6-Speed Automatic,Blue,Laramie,DRW,
3C6UR5FL2MG591091,78985.0,MG591091,,Crew,4x4,Diesel,6-Speed Automatic,Black,Laramie,SRW,
1C6SRFPT7MN602735,71905.0,MN602735,,Crew,4x4,Gasoline,8-Speed Automatic,Black,Limited,SRW,
1C6SRFPT9MN602736,71505.0,MN602736,,Crew,4x4,Gasoline,8-Speed Automatic,Off-white,Limited,SRW,
1C6SRFBT2MN676541,42365.0,MN676541,,Quad,4x4,Gasoline,8-Speed Automatic,Gray,Big Horn/Lone Star,SRW,
3C6JR6DT1MG592972,31665.0,MG592972,,Regular,4x2,Gasoline,8-Speed Automatic,Blue,Tradesman,SRW,
1C6SRFHT5LN236898,Call for Pricing,LN236898,12624,Crew,4x4,Gasoline,8-Speed Automatic,Gray,Limited,SRW,
1FT7X2BT0DEA71673,Call for Pricing,X3244,35469,Super,4x4,Diesel,Automatic,Oxford White,XLT,SRW,
1FT8W3BT2MED31116,Call for Pricing,F10272,,Crew,4x4,Diesel,Automatic,White,LARIAT,SRW,56
1FTEW1EP6GFC76965,Call for Pricing,X3252,58613,SuperCrew,4x4,Gasoline,Automatic,Shadow Black,XLT,SRW,
3C6UR5FJ9MG626448,66405.0,MG626448,,Crew,4x4,Gasoline,8-Speed Automatic,Gray,Laramie,SRW,
3C6UR5FL1MG583600,78985.0,MG583600,,Crew,4x4,Diesel,6-Speed Automatic,Red,Laramie,SRW,
3C6UR5FL7MG583598,78985.0,MG583598,,Crew,4x4,Diesel,6-Speed Automatic,Blue,Laramie,SRW,
3C6UR5DL3MG511400,64235.0,R210271,,Crew,4x4,Diesel,6-Speed Automatic,White,Big Horn,SRW,
1FTPW14547KC81016,Call for Pricing,F10157A,107459,Super,4x4,Gasoline,Automatic,Dark Blue Pearl Clearcoat Metallic,XLT,SRW,
1FT8W4DT9JEC32663,Call for Pricing,X3177,30646,Crew,4x4,Diesel,Automatic,Shadow Black,Platinum,DRW,
1FTFW1E82MKD01862,Call for Pricing,F10168,,SuperCrew,4x4,Gasoline,Automatic,White,XLT,SRW,
1FT8W3BT2CEA32918,Call for Pricing,F01048A,180690,Crew,4x4,Diesel,Automatic,Ingot Silver Metallic,XLT,SRW,
1FTEW1EG0GFC51379,Call for Pricing,X3262,70097,SuperCrew,4x4,Gasoline,Automatic,Oxford White,Lariat,SRW,
1C6SRFU9XMN901340,92055.0,MN901340,,Crew,4x4,Gasoline,8-Speed Automatic,Gray,TRX,SRW,
3C6UR5FL5MG583602,78885.0,MG583602,,Crew,4x4,Diesel,6-Speed Automatic,Red,Laramie,SRW,
3C6UR5FL8MG583593,68065.0,MG583593,,Crew,4x4,Diesel,6-Speed Automatic,Black,Laramie,SRW,
3C6UR5FL3MG583596,68065.0,MG583596,,Crew,4x4,Diesel,6-Speed Automatic,Blue,Laramie,SRW,
3C6UR5FL6MG583592,67965.0,MG583592,,Crew,4x4,Diesel,6-Speed Automatic,White,Laramie,SRW,
3C6UR5FL4MG591089,78885.0,MG591089,,Crew,4x4,Diesel,6-Speed Automatic,White,Laramie,SRW,
1FTSW21RX9EA75871,Call for Pricing,X2702A,78210,Crew,4x4,Diesel,Automatic,Forest Green Clearcoat Metallic,XLT,SRW,
1FTFW1RG4JFC96816,Call for Pricing,X3253,28130,SuperCrew,4x4,Gasoline,Automatic,Leadfoot,Raptor,SRW,
1FTFX1CG8HKD83500,Call for Pricing,F10288A,31563,Super,4x2,Gasoline,Automatic,Lightning Blue,XLT,SRW,
1FTFW1E88MKD41749,Call for Pricing,F10166,,SuperCrew,4x4,Gasoline,Automatic,Silver Metallic,LARIAT,SRW,
1N6AD0EV6KN766086,Call for Pricing,22520,29650,Crew,,Gasoline,5-Speed Automatic with Overdrive,Blue,PRO-4X,,
1N6ED0EB8MN707261,34090.0,N210155,,,,Gasoline,9-Speed Automatic,Gray,SV,,
1C6SRFHMXMN703047,73805.0,MN703047,,Crew,4x4,Diesel,8-Speed Automatic,Black,Limited,SRW,
1C6SRFU95MN685090,84435.0,MN685090,,Crew,4x4,Gasoline,8-Speed Automatic,Blue,TRX,SRW,
